Product name,Condition,Order Number,Description,Rating,01.12
Xiaomi Amazfit T-Rex Army Green,Skladem,XI300i12a,"Chytré hodinky - pánské, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,8",2 990
Garmin tactix Delta,Skladem,skGARtd01,"Chytré hodinky - pánské, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, oxymetr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 32000 MB, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: polykarbonát","5,0",22 990
Huawei Watch GT 2 42 mm Khaki Leather,Skladem,HU4692b3,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, intervalový trénink, GPS, gyroskop, oxymetr, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), Lite OS, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál pouzdra: kov","4,3",3 990
Garmin Fenix 6 Pro Solar Slate Gray Black Band,Skladem,SKGfen6sol05,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi a Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 32000 MB, power glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",19 990
Niceboy X-fit GPS,Skladem,SPTncb04,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s integrovanou GPS,, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","3,8",990
Xiaomi Amazfit T-Rex Camo Green,Skladem,XI300i12d,"Chytré hodinky - pánské, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,8",2 990
Asus VivoWatch BP Ceramic,Skladem,VIVOWAT2,"Chytré hodinky - unisex s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření krevního tlaku, GPS, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: keramika","4,2",3 499
Suunto 5 White,Skladem,WEAsuunto5w,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, intervalový trénink, GPS, výškoměr, senzor Galileo, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: silikon, materiál pouzdra: polyamid","4,5",6 649
Smartomat Silentband 2 černá,Skladem,SmtSI01,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s akcelerometrem, s gyroskopem, s oxymetrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","5,0",1 490
ARMODD Slowatch růžová,Skladem,ArmdSL02,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, gyroskop, teploměr, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,0",1 490
Fitbit Inspire HR - Lilac,Skladem,WEAftbins02,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, intervalový trénink, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android, iOS a Windows Phone","4,4",2 790
Huawei Band 4 Pro Cinnabar Red,Skladem,HU4Pa1,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, připojení pomocí Bluetooth a USB, s integrovanou GPS,, s akcelerometrem, s gyroskopem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,6",1 099
Apple Watch Series 5 44mm Stříbrný hliník s bílým sportovním řemínkem,Skladem,JA059b1a,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření rychlosti, měření vystoupaných pater, měření EKG, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, kapacita úložiště 32000 MB, ion-x sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,9",10 790
Samsung Galaxy Watch 3 41mm stříbrné,Skladem,SaGALW3c,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, gyroskop, senzor pro intenzitu světla, oxymetr, senzor Galileo, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, hodnota vodotěsnosti 50 m (5 ATM), Tizen, kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: nerezová ocel","4,4",8 990
Smartomat Silentband 2 stříbrná,Skladem,SmtSI02,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s akcelerometrem, s gyroskopem, s oxymetrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","5,0",1 490
Apple Watch Series 3 42mm GPS Stříbrný hliník s bílým sportovním řemínkem,Skladem,JA057a2a1,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření rychlosti, GPS, výškoměr, gyroskop, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, kapacita úložiště 8000 MB, ion-x sklíčko, materiál řemínku: plast, materiál pouzdra: hliník","4,9",6 590
Xiaomi Amazfit Verge White,Skladem,XI300i06v,"Chytré hodinky - unisex s měřením tepu ze zápěstí, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí WiFi, Bluetooth a NFC, stav baterie, přehrávač hudby, notifikace z mobilu, telefonování přes spárovaný telefon, hodnota vodotěsnosti Water resistant, Amazfit OS, kompatibilní s Android a iOS, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,2",2 299
Polar Vantage M černý (velikost M/L),Skladem,SPTpolvan05,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, výškoměr, gyroskop, připojení pomocí Bluetooth a USB, stav baterie, notifikace z mobilu, hodnota vodotěsnosti 30 m (3 ATM), kompatibilní s Android a iOS, plastové sklíčko, materiál řemínku: polyuretan, materiál pouzdra: plast","4,6",6 189
Withings Scanwatch 42mm - Black,Skladem,WitSC04,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření vystoupaných pater, měření EKG, barometr, gyroskop, senzor pro intenzitu světla, oxymetr, připojení pomocí Bluetooth a USB, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, safírové sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",8 390
Garmin Forerunner 245 Grey,Skladem,PPfr245g,"Chytré hodinky - unisex s měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, kompas, oxymetr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, bezpečnostní funkce, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,6",6 590
VTech Kidizoom Smart Watch DX7 - modré,Skladem,HRAif5320,"Dětské hodinky dětské, barva řemínku modrá, materiál řemínku plast","4,5",1 679
"Aligator Watch PRO (Y80), šedé",Skladem,AlWPY2,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, kompatibilní s Android a iOS, materiál řemínku: kůže","5,0",1 999
Smartomat Chicband stříbrná,Skladem,SPTsmt009,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, gyroskop, připojení pomocí Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, minerální sklíčko, materiál řemínku: ocel, materiál pouzdra: ocel","5,0",1 589
Huawei Watch GT 2 42 mm Black,Skladem,HU4692b5,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, barometr, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, oxymetr, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál řemínku: silikon, materiál pouzdra: kov","4,3",3 990
Garmin Vívomove 3 Sport Slate Black,Skladem,PPvmhr19,"Chytré hodinky - pánské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, barometr, výškoměr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",5 989
Garmin Fenix 5 Plus Silver Black Band,Skladem,SKGfenix5p12,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 16000 MB, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,8",14 990
Carneo Gear+ Deluxe gold,Skladem,CAR009a1,"Chytré hodinky - dámské, výpočet kalorií, měření vzdálenosti, monitoring spánku, intervalový trénink, gyroskop, oxymetr, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, kompatibilní s Android a iOS, křemičité sklíčko, materiál řemínku: kov, materiál pouzdra: kov","5,0",2 390
Huawei Watch GT 2e 46 mm Graphite Black,Skladem,HU4692c1,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, gyroskop, kompas, oxymetr, připojení pomocí Bluetooth, přehrávač hudby, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál řemínku: silikon, materiál pouzdra: nerezová ocel","4,4",3 099
Garmin vívoactive 3 Black Silver,Skladem,PP630vactiv3,"Chytré hodinky - unisex s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, GPS, barometr, výškoměr, kompas, teploměr, připojení pomocí ANT+, Bluetooth, NFC a USB, stav baterie, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,6",4 290
Polar M430 Black,Skladem,SPTPOL01,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, intervalový trénink, GPS, připojení pomocí Bluetooth, stav baterie, ovládání mobilu, notifikace z mobilu, hodnota vodotěsnosti 30 m (3 ATM), kompatibilní s Android a iOS, plastové sklíčko, materiál řemínku: silikon, materiál pouzdra: silikon","4,7",3 790
Garmin Fénix 6S PRO Black/Black Band,Skladem,SKGfenix6p04,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 100 m (10 ATM), Connect IQ, kompatibilní s Android a iOS, kapacita úložiště 32000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","4,8",17 990
Niceboy X-fit Active,Skladem,SPTncb05,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření tempa, připojení pomocí Bluetooth a USB, s gyroskopem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","4,0",777
Xiaomi Amazfit Stratos 2S,Skladem,XI300i06s,"Chytré hodinky - s přímým měřením tepu ze zápěstí, krokoměr, měření vzdálenosti, měření rychlosti, záznam trasy, měření tempa, měření vystoupaných pater, intervalový trénink, akcelerometr, barometr, gyroskop,, kompas, senzor pro intenzitu světla, senzor GLONASS, připojení pomocí WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, vibrace, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, výdrž baterie až 120 h, kapacita úložiště 4000 MB, gorilla glass sklíčko, materiál pouzdra: polykarbonát","4,3",5 290
IMMAX SW13 PRO černé,Skladem,IMM025,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření krevního tlaku, oxymetr, připojení pomocí Bluetooth, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: ocel","5,0",1 199
IMMAX TEMP FIT,Skladem,IMM021,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, připojení pomocí Bluetooth, s teploměrem, s oxymetrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","4,3",1 589
Garmin Forerunner 745 Music Black,Skladem,SKGforMb,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, výškoměr, gyroskop, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, WiFi, Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","5,0",12 990
Huawei Watch Fit Mint Green,Skladem,HU8057mg,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, gyroskop, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, sledování menstruačního cyklu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál řemínku: fluoroelastomer","4,9",2 299
WOWME ID151 černý,Skladem,wowm151a,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","4,3",499
Garmin Vívomove 3 Style LightGold Pink,Skladem,SKvmhr12,"Chytré hodinky - dámské s měřením tepu ze zápěstí, Garmin Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, barometr, výškoměr, připojení pomocí ANT+, Bluetooth a USB, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Connect IQ, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: nylon, materiál pouzdra: hliník","4,8",8 279
Huawei Band 4 Amber Sunrise,Skladem,HU4744a1,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,7",549
Fitbit Versa 2 Special Edition (NFC) - Navy & Pink Woven,Skladem,FTBversa10,"Chytré hodinky - dámské s měřením tepu ze zápěstí, Fitbit Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, záznam trasy, měření vystoupaných pater, intervalový trénink, výškoměr, gyroskop, senzor pro intenzitu světla, oxymetr, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, sledování menstruačního cyklu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Fitbit OS, kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","4,4",4 490
IMMAX OWN FACE,Skladem,IMM020,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, záznam trasy, měření krevního tlaku, oxymetr, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: kůže, materiál pouzdra: kov","4,8",1 989
Carneo Guard Kid+ Pink,Skladem,CAR003a,"Chytré hodinky - dětské, krokoměr, GPS, gyroskop, připojení pomocí Bluetooth, ovládání mobilu, notifikace z mobilu, hledání telefonu, kompatibilní s Android a iOS, materiál řemínku: silikon, materiál pouzdra: plast","4,0",1 788
Crefit DBT-ET1 černý,Skladem,SPTdbt01,"Fitness náramek - s přímým měřením tepu a tělesné teploty ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření EKG, připojení pomocí Bluetooth a USB, s teploměrem, kompatibilní s Android a iOS","3,5",499
WOWME ID151 fialový,Skladem,wowm151c,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti IP68, kompatibilní s Android a iOS","4,3",499
Xiaomi Mi Band 4C,Skladem,XI2900f6a,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, monitoring spánku, připojení pomocí Bluetooth, s akcelerometrem, s gyroskopem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,3",499
Huawei Watch GT 2e 46 mm Lava Red,Skladem,HU4692c2,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, GPS, gyroskop, kompas, oxymetr, připojení pomocí Bluetooth a USB, stav baterie, přehrávač hudby, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, kapacita úložiště 4000 MB, materiál řemínku: silikon, materiál pouzdra: nerezová ocel","4,4",3 099
Honor Watch ES (Hes-B09) Coral Pink,Skladem,HONB09c,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, připojení pomocí Bluetooth, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","4,4",1 990
Garmin Instinct Solar Graphite,Skladem,SKGinstsol01,"Chytré hodinky - unisex, měření tepové frekvence hrudním pásem (není součástí balení) s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, měření vystoupaných pater, intervalový trénink, GPS, barometr, výškoměr, kompas, teploměr, oxymetr, senzor Galileo, připojení pomocí ANT+, Bluetooth a USB, stav baterie, ovládání mobilu, notifikace z mobilu, hledání telefonu, bezpečnostní funkce, sledování menstruačního cyklu, hodnota vodotěsnosti 100 m (10 ATM), kompatibilní s Android a iOS, kapacita úložiště 16 MB, power glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,0",10 449
Garmin Forerunner 35 Optic White,Skladem,HUG619g6,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, připojení pomocí ANT+, Bluetooth a USB, stav baterie, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,4",2 929
Smartomat Sunset 4 Pro se stříbrným kovovým řemínkem,Skladem,SmtSU03,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth a USB, s akcelerometrem, s gyroskopem, s teploměrem, s oxymetrem, hodnota vodotěsnosti Water resistant, kompatibilní s Android a iOS","3,2",890
Fitbit Inspire 2 - Black/Black,Skladem,WEAftbins06,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření tempa, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","5,0",2 790
Xiaomi Amazfit T-Rex Khaki,Skladem,XI300i12c,"Chytré hodinky - pánské, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, GPS, výškoměr, gyroskop, kompas, senzor pro intenzitu světla, připojení pomocí Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: plast","4,8",2 990
Ticwatch Pro 2020 Black,Skladem,TicPro002,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Google Pay, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření rychlosti, intervalový trénink, GPS, gyroskop, kompas, senzor pro intenzitu světla, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, hledání telefonu, telefonování přes spárovaný telefon, NFC platby, hodnota vodotěsnosti Water resistant, Wear OS, kompatibilní s Android a iOS, kapacita úložiště 4096 MB, gorilla glass sklíčko, materiál řemínku: kůže, materiál pouzdra: nerezová ocel","4,4",6 990
Apple Watch Nike Series 5 44mm Stříbrný hliník s platinovým/černým sportovním řemínkem Nike,Skladem,JA059b2a,"Chytré hodinky - pánské s měřením tepu ze zápěstí, Apple Pay, krokoměr, výpočet kalorií, měření rychlosti, měření EKG, GPS, výškoměr, gyroskop, kompas, senzor Galileo, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, ovládání mobilu, notifikace z mobilu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), watchOS, kompatibilní s iOS, vyžadují iPhone 6s a novější, kapacita úložiště 32000 MB, ion-x sklíčko, materiál řemínku: elastomer, materiál pouzdra: hliník","4,9",10 790
Suunto 7 Graphite Copper,Skladem,SPTsuun7g,"Chytré hodinky - unisex s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, měření rychlosti, GPS, barometr, výškoměr, kompas, teploměr, senzor pro intenzitu světla, připojení pomocí WiFi a Bluetooth, stav baterie, přehrávač hudby, notifikace z mobilu, hledání telefonu, NFC platby, hodnota vodotěsnosti 50 m (5 ATM), Wear OS, kompatibilní s Android a iOS, kapacita úložiště 8000 MB, gorilla glass sklíčko, materiál řemínku: silikon, materiál pouzdra: polyamid","3,5",8 990
"Canyon Marzipan, růžové",Skladem,CANYmarz3,"Chytré hodinky - dámské s měřením tepu ze zápěstí, výpočet kalorií, měření vzdálenosti, monitoring spánku, připojení pomocí Bluetooth, stav baterie, notifikace z mobilu, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS, chemicky tvrzené sklíčko, materiál řemínku: silikon, materiál pouzdra: hliník","3,4",1 790
Fitbit Inspire 2 - Lunar White/Black,Skladem,WEAftbins08,"Fitness náramek - s přímým měřením tepu ze zápěstí, krokoměr, výpočet kalorií, měření vzdálenosti, monitoring spánku, měření tempa, připojení pomocí Bluetooth, s akcelerometrem, hodnota vodotěsnosti 50 m (5 ATM), kompatibilní s Android a iOS","5,0",2 790
